Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Type,release_date_parsed,Korea,Title_Korea,Type_New
Gogo Dino Explorers 2 // 고고다이노 공룡탐험대 2,No,2018-08-17,4300000.0,11349.0,8.4,"Action, Drama, Thriller","screenliner,evidence,laboratory,investigation,police","INCOMPLETE is a captivating story of one woman&apos;s desire to make her family complete through love desire and deception. INCOMPLETE is a story of trust, of betrayal, and the fine line that divides the two when secrets are hidden bet...",Movie,2018-08-17,1,고고다이노 공룡탐험대 2,Movie
Chocolate: Season 1 // 초콜릿: 시즌 1,Yes,2019-11-15,3900000.0,8.0,8.4,"Drama, Horror, Thriller",secret,"Father and daughter&apos;s road trip to grandma&apos;s house to visit her mother and youngest son, being their last trip as a whole family.",TV Show,2019-11-15,1,초콜릿: 시즌 1,TV Show
Il Mare // 시월애,No,2021-12-29,3900000.0,11869.0,8.4,Drama,"time loop,car crash,female protagonist,high school,teenager","A young man is magically turned a merman, and discovers his underwater origins, after he comes in contact with the magic waters at the mysterious Mako Island guarded by a trio of mermaids.",Movie,2021-12-29,1,시월애,Movie
Hot Stove League: Season 1 // 스토브리그: 시즌1,No,2017-02-24,3400000.0,11869.0,8.4,Comedy,tv special,"Two haunted family men join forces in a destructive crusade to rescue their families from a tropical paradise, after becoming convinced that an American timeshare conglomerate has a sinister plan to take their loved ones away.",TV Show,2017-02-24,1,스토브리그: 시즌1,TV Show
Dr. Oh’s Golden Clinic: 2023 // 오은영의 금쪽상담소: 2023,No,2018-12-21,3300000.0,11869.0,8.4,Comedy,"satire,satirical,online,suspense thriller,suspense","A summer in rural O‘ahu takes an exciting turn for two Brooklyn-raised siblings when a journal pointing to long-lost treasure sets them on an epic adventure with new friends, and leads them to reconnect with their Hawaiian heritage.",Movie,2018-12-21,1,오은영의 금쪽상담소: 2023,Movie
My Country: The New Age: Season 1 // 나의 나라: 시즌 1,Yes,2021-12-10,3000000.0,8.0,8.4,"Animation, Action, Adventure",friend,"Bizarre nightmares unfold in eight tales of terror in a visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",TV Show,2021-12-10,1,나의 나라: 시즌 1,TV Show
Hellbound: Season 1 // 지옥: 시즌 1,Yes,2019-12-24,2900000.0,11869.0,8.4,"Documentary, Sport","tv special,stand up comedy,stand up comedy special","When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat.",TV Show,2019-12-24,1,지옥: 시즌 1,TV Show
When the Camellia Blooms: Season 1 // 동백꽃 필 무렵: 시즌 1,Yes,2022-03-08,2800000.0,11869.0,8.4,"Crime, Drama, Thriller","love,cg animation",A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,TV Show,2022-03-08,1,동백꽃 필 무렵: 시즌 1,TV Show
Secret Jouju: Guardians of Star: Season 1 // 시크릿 쥬쥬 별의여신: 시즌 1,Yes,2021-05-07,2800000.0,11869.0,8.4,"Short, Horror","tv special,stand up comedy,stand up comedy special",A fiddling hobo experiences life on a train and in the country.,TV Show,2021-05-07,1,시크릿 쥬쥬 별의여신: 시즌 1,TV Show
Bad And Crazy // 배드 앤 크레이지,No,2021-11-17,2500000.0,11869.0,8.4,"Action, Crime, Drama","corporate propaganda,controversy,placebo,pseudoscience,female lifestyle guru",Docuseries following the FIA Formula One World Championship across multiple seasons.,Movie,2021-11-17,1,배드 앤 크레이지,Movie
"The Gangster, The Cop, The Devil // 악인전",No,2022-12-31,2300000.0,11869.0,8.4,"Comedy, Drama, Family","brazilian cuisine,chef,competition,cooking,kitchen","Richard Hunter, a promising young lawyer at a prestigious firm, has the perfect future mapped out. However, a costly mistake with a powerful client has put it all at risk. In a desperate attempt to save his job, Richard and his wi...",Movie,2022-12-31,1,악인전,Movie
The Villainess // 악녀,No,2022-02-16,2300000.0,11869.0,8.4,"Animation, Adventure, Comedy","half dressed cartoon animal,barefoot cartoon animal,dancing,cigar smoking,fedora",A coming-of-age story of eight twenty-somethings who set out to find success in life and love in the liberal outpost and home to SXSW.,Movie,2022-02-16,1,악녀,Movie
The Strongest Man in the World: Season 2 // 천하제일장사: 시즌2,No,2022-05-06,1800000.0,11869.0,8.4,Drama,"murder,religious horror,pagan cult,ritual,religious hypocrisy","A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",TV Show,2022-05-06,1,천하제일장사: 시즌2,TV Show
New World: Season 1 // 신세계로부터: 시즌 1,Yes,2021-10-08,1000000.0,11869.0,8.4,"Short, Sport","dancer,outcast,friendship,personal,psychological drama","After losing his memory in an accident, Alex Lewis trusts his twin brother, Marcus, to tell him about his past only to discover that he&apos;s hiding a dark secret about their childhood.",TV Show,2021-10-08,1,신세계로부터: 시즌 1,TV Show
King of Golf: Season 3 // 골프왕: 시즌3,No,2018-06-15,900000.0,11869.0,8.4,Comedy,quirky comedy,"This documentary chronicles the life of Polish-American artist Stanislav Szukalski (1893-1987) from his early years in Chicago, to his time in Poland and Los Angeles, and his artistic and political contributions to the world.",TV Show,2018-06-15,1,골프왕: 시즌3,TV Show
Part-Time Spy // 비정규직 특수요원,No,2017-12-01,500000.0,8.0,8.4,Short,"female nudity,sex scene,barefoot woman,pistol in mouth,antihero",A woman&apos;s life is turned upside-down when a dangerous man gets hold of her lost cell phone and uses it to track her every move.,Movie,2017-12-01,1,비정규직 특수요원,Movie
Private Lives: Season 1 // 사생활: 시즌 1,Yes,2020-09-25,400000.0,11869.0,8.4,"Documentary, History, War","blood,funeral,brother,drinking blood,female vampire","Immersive history series focusing on one of World War II&apos;s most covert organisations, Britain&apos;s Special Operations Executive. A group of modern-day volunteers undertake the SOE agent training programme.",TV Show,2020-09-25,1,사생활: 시즌 1,TV Show
Misty: Season 1 // 미스티: 시즌 1,No,2020-06-03,200000.0,8.0,8.4,"Comedy, Romance","parody comedy,spoof","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",TV Show,2020-06-03,1,미스티: 시즌 1,TV Show
Good Manager: Season 1 // 김과장: 시즌 1,No,2020-04-16,100000.0,11869.0,8.4,"Animation, Comedy, Drama","robotic dog,robot,dog,dirt bike,robot human friendship",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,TV Show,2020-04-16,1,김과장: 시즌 1,TV Show
Couple on the Backtrack // 고백부부,No,2017-05-05,100000.0,11349.0,8.4,"Biography, Drama, History","boxer shorts,undershirt,hunt,reference to fibber mcgee and molly,daffy duck character","A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.",Movie,2017-05-05,1,고백부부,Movie
Hello Jadoo 3 // 안녕자두야 3,No,2020-12-02,100000.0,11869.0,8.4,"Sci-Fi, Thriller","pubic hair,male pubic hair,male nudity,male frontal nudity,gay muslim",Resourceful young Hugo Llor works to make a name for himself in 14th-century Barcelona while keeping a vow he made to the Estanyol family.,Movie,2020-12-02,1,안녕자두야 3,Movie
Miss Granny // 수상한 그녀,No,2016-10-14,100000.0,11869.0,8.4,"Comedy, Family, Talk-Show",christmas,"Dinny and his cowhand friends rescue Laura from a runaway stagecoach after it is robbed by outlaw Pancho Dominguez and his gang. Dinny is attracted to Laura, who isn&apos;t interested in him at all. The climax arises when Pancho&apos;s gang...",Movie,2016-10-14,1,수상한 그녀,Movie
Pororo Singalong show NEW1: Season 1 // 뽀로로와 노래해요 NEW1: 시즌 1,No,2015-12-09,100000.0,4202.0,8.4,"Short, Sport","ancient greece,greek,macedonia,reference to zeus the greek deity,sex slave",Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain&apos;s best amateur baker.,TV Show,2015-12-09,1,뽀로로와 노래해요 NEW1: 시즌 1,TV Show
Way Back Home // 집으로 가는 길,No,2016-11-18,100000.0,11869.0,8.4,"Crime, Drama","sex with sister,sex with brother,brother sister sex,brother sister incest,brother and sister share a bed","When a fashion employee thinks she will have to end her promising career after getting pregnant, her boss offers to adopt the child.",Movie,2016-11-18,1,집으로 가는 길,Movie
A Good Lawyer's Wife // 바람난가족,No,2020-03-08,100000.0,11869.0,8.4,"Crime, Drama, Thriller","based on manga,based on comic,dystopian future,robot,robot sci fi",Exploring the rich culture of street food in some of the world&apos;s most colorful cities.,Movie,2020-03-08,1,바람난가족,Movie
Armored saurus: Season 1 // 아머드 사우루스: 시즌 1,No,0,0.0,11869.0,8.4,"Action, Adventure, Comedy","stand up special,reference to david beckham,reference to joseph stalin,reference to siberia,reference to barack obama","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who&apos;s racing to catch the last shuttle off the planet.",TV Show,,1,아머드 사우루스: 시즌 1,TV Show
Detective K: Secret of Virtuous Widow // 조선명탐정: 각시투구꽃의 비밀,No,0,0.0,11869.0,8.4,Documentary,"suicide attempt,dream sequence,slaughterhouse,female nudity,sex scene",Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.,Movie,,1,조선명탐정: 각시투구꽃의 비밀,Movie
Failan // 파이란,No,0,0.0,11869.0,8.4,"Action, Crime, Drama",0,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",Movie,,1,파이란,Movie
"I'm SOLO, Love goes on: Season 1 // 나는 SOLO, 그 후 사랑은 계속된다: 시즌 1",No,0,0.0,11869.0,8.4,"Comedy, Drama, Music",0,The Trailer Park Boys trick Ricky into going to Minneapolis by telling him it&apos;s in the North Pole. Once in Minneapolis the present a live Christmas themed show.,TV Show,,1,"나는 SOLO, 그 후 사랑은 계속된다: 시즌 1",TV Show
Intruder // 침입자,No,0,0.0,11869.0,8.4,"Game-Show, Reality-TV, Romance",0,Docuseries following the FIA Formula One World Championship across multiple seasons.,Movie,,1,침입자,Movie
King And The Clown // 왕의 남자,No,0,0.0,11869.0,8.4,Documentary,0,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",Movie,,1,왕의 남자,Movie
Planet Dinosaur: Killer Elite // 다이노 어드벤처 육해공 킬러 엘리트,No,0,0.0,4202.0,8.4,"Animation, Short",0,"Nova Scotia&apos;s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",Movie,,1,다이노 어드벤처 육해공 킬러 엘리트,Movie
The Girl on a Bulldozer // 불도저에 탄 소녀,No,0,0.0,11869.0,8.4,Short,0,"On the planet Latimer, reawakened Takeshi Kovacs must protect a teenage tattooist named Holly while investigating the death of a yakuza boss alongside Gina, a strangely familiar no-nonsense CTAC agent.",Movie,,1,불도저에 탄 소녀,Movie
Thread of Lies // 우아한 거짓말,No,0,0.0,11869.0,8.4,0,0,Four friends face an agonizing decision. One must go to prison. The other three must make the sacrifice worthwhile.,Movie,,1,우아한 거짓말,Movie
Witch at Court // 마녀의 법정,No,2022-09-09,48900000.0,9443.0,8.3,"Comedy, Romance","adoption,fertility,title directed by female,thanksgiving dinner,ivf","When a Danish chef travels to Tuscany to sell his father&apos;s business, he meets a local woman who inspires him to rethink his approach to life and love.",Movie,2022-09-09,1,마녀의 법정,Movie
Under the Queen's Umbrella: Limited Series // 슈룹: 리미티드 시리즈,Yes,2015-06-11,32600000.0,82.0,8.3,"Short, Drama","secret,psychological thriller,coward,liar,female nudity",Food competition that follows the country&apos;s best backyard smokers and competitive barbecuers as they compete for the title of American Barbecue Champion.,Movie,2015-06-11,1,슈룹: 리미티드 시리즈,TV Show
달의 연인 - 보보경심 려: Season 1,No,2023-05-17,18600000.0,16239.0,8.3,Horror,"tv special,stand up comedy,stand up comedy special",Reggie&apos;s dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.,TV Show,2023-05-17,1,Not Available,Movie
Innocent Witness // 증인,No,2022-04-22,9500000.0,82.0,8.3,"Documentary, Biography","smart,children,cgi animation,computer animation,3d animation","Comedian Jerry Seinfeld performs at the Beacon Theatre in New York City with his take on everyday life, uncovering comedy in the commonplace.",Movie,2022-04-22,1,증인,Movie
Bulgasal: Immortal Souls: Season 1 // 불가살: 시즌 1,Yes,2018-07-20,5900000.0,6949.0,8.3,"Action, Crime, Drama","sequel,robot,giant robot,mecha,mount fuji",A flock of little bluebirds come to the rescue of an abandoned baby. They form a carrying-squadron and transport the babe to Happyland. But all their efforts to entertain and make the child happy are fruitless. Finally they locate...,TV Show,2018-07-20,1,불가살: 시즌 1,TV Show
